fraudulent,full_description
0,sale assistant manager market manager position available we tx san antonio 45000 67000 argenta field solution value client create income stream sale mechanism focus quality amp number rather number alone paramount foundation foundation people environment train compensation tripod support workforce way believe quality sale believe even quality people environment train compensation setup interview call recruiting department monday friday 9 am 5 pm 361 400 2907 argenta field solution rapidly expand award win fortune 500 partner specialize direct sale industry lead company nationwide argenta field solution value client create income stream sale mechanism focus quality amp number rather number alone paramount foundation foundation people environment train compensation tripod support workforce way believe quality sale believe even quality people environment train compensation position available san antonio tx provide tool train highly successful seek top performer step leadership role position sale assistant manager market manager regional directorcompensation 45k 67k per year entry level weekly pay direct deposit bonus daily weekly amp monthly name aflac health insurance management training initial amp ongoing vacation amp sick time pay travelthis telemarketing call center positionschedule interview contact craig 361 400 2907to learn argenta field solution visit website url 1d9e75fb4100e4ecdc0d72a1205f398abb97bf07f3018745f8fbcab82dc07ef3 argenta field solutions711 n carancahua st suite 1750 corpus christi tx 7840115600 san pedro ave suite 105 san antonio tx 782322855 mangum rd suite 417 houston tx 770921100 e nasa pkwy suite 410 houston tx 770582201 n collins st suite 252 arlington tx 76011keyword sale outside direct commission cable security alarm security internet tv directv dish satellite assistant manager manager customer service csa salesman salesman career job door full time entry level unspecified consumer service sale afssa
0,software engineer gr marousi athens 17000 32000 software house 2011 custom net open source java open source stack erp hrm crm e commerce amp marketing automation e government portal amp application normal 0 false false false el x none x none microsoftinternetexplorer4 style definition url 22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6 mso style name table normal mso tstyle rowband size 0 mso tstyle colband size 0 mso style noshow yes mso style priority 99 mso style qformat yes mso style parent mso pad alt 0 cm 5 4pt 0 cm 5 4pt mso para margin 0 cm mso para margin bottom 0001pt mso pagination widow orphan font size 11 0pt font family calibri san serif mso ascii font family calibri mso ascii theme font minor latin mso fareast font family times new roman mso fareast theme font minor fareast mso hansi font family calibri mso hansi theme font minor latin mso bidi font family times new roman mso bidi theme font minor bidi software house 2011 custom net open source java open source stack erp hrm crm e commerce amp marketing automation e government portal amp application custom normal 0 false false false el x none x none microsoftinternetexplorer4 style definition url 22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6 mso style name table normal mso tstyle rowband size 0 mso tstyle colband size 0 mso style noshow yes mso style priority 99 mso style qformat yes mso style parent mso pad alt 0 cm 5 4pt 0 cm 5 4pt mso para margin 0 cm mso para margin bottom 0001pt mso pagination widow orphan font size 10 0pt font family times new roman serif senior junior c net developer c net oracle ms sql server mysql open source orm hibernate java ee java ee framework spring c net window java ee linux apache tomcat mysql rdbms application server cms java net normal 0 false false false el x none x none microsoftinternetexplorer4 style definition url 22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6 mso style name table normal mso tstyle rowband size 0 mso tstyle colband size 0 mso style noshow yes mso style priority 99 mso style qformat yes mso style parent mso pad alt 0 cm 5 4pt 0 cm 5 4pt mso para margin 0 cm mso para margin bottom 0001pt mso pagination widow orphan font size 10 0pt font family times new roman serif full time entry level bachelor degree information technology service information technology software developmet
1,sale representative we nc greensboro 30000 60000 gary cartwright establish cartwright property management 2007 help manage hoas create development company would develop residential multi family community develop numerous single family duplex townhome apartment community gary general contractor hold unlimited building license license real estate agent north carolina gary also partner sister real estate company experience builder developer real estate sale company owner beneficial assist rental hoa client manage rental hoa community look enthusiastic people add sale team perform property preservation service foreclose property we often need help contact potential contractor certain rural area nationwide certain service need provide rural area client try contact people close location see perform work good computer skillsgood phone voiceability work little supervisiona good attitude weekly pay commission bonus full time entry level high school equivalent real estate sale sale
0,promotion assistant gb lnd london 0 0 yoyo build platform create well relationship retailer consumer consumer app seamlessly blend payment loyalty discovery do right set retailer tool allow retailer bring customer door often timely relevant offer one year old marketing technology startup found senior executive visa paypal zopa raise 5 million dollar fund institutional investor strategic investor telefonica well super angel investor payment retail sector group 20 passionate talented engineer entrepreneur designer marketer grow look amazing people join team apply position nothing fit skill email we email 7ce49be16f9e66439919f1c47a528335d3333bba509ffccb7866380bb8cc171e look part time summer work get involve start help we launch first high street retailer live hummus brother fernandez amp wells two london base cafe store run yoyo launch promotion drive traffic store increase yoyo base sale require help distribute flyer outside two location need inform customer potential customer exclusive offer also educate yoyo benefit app interested please send we detail touch confidententhusiasticprofessionalwell presentedcoherent 8 00 per hour part time entry level high school equivalent marketing advertising marketing marketing
0,corporate sale representative we mo st louis 55000 100000 advocate construction come leader disaster recovery industry early 2012 advocate found two individual decide want something well life today idea hard work dedication grow advocate construction team 25 sale professional 3 branch office 3 different state office open soon advocate believe growth entire workforce offer outstanding management training program sale manager provide invaluable tool need successful many year come take part something great encourage apply today advocate difference believe hard work dedication deserve reward provide opportunity every single team member successful home work process deliver top notch product plus exceed commitment service posture take we next level sale revenue advocate construction currently expand territory st louis area due exciting growth look offer outstanding opportunity right person intimidate hard work takes become part company increase sale year year corporate representative help advocate construction mission help homeowner obtain much need repair home experience damage due severe storm little cost advocate construction offer team member opportunity enter management trainee program mtp offer outstanding focus sale business management education invaluable training enable acquire impressive skill set lead senior management earn sustainable income many year come seek long term career unlimited potential interested become corporate representative invite contact we via email resume introduction right person outstanding opportunity ability effectively communicate english person well phone email ability present pitch deliver brief customer orientation person consistent basis ability work minimal supervision pay training complete must pleasant energetic empathic demeanor must able work secure canvass area foot must neat ability represent company applicant experience service sale industry highly consider general experience require enjoy help speak people excellent compensation package secure guarantee high earning second week work weekly compensation payout first two week employment excellent new employee training boarding orientation new truck 0 interest financing program dealership locator assistance performer month many incentive program relax comfortable work environment casual business dress full time applicable high school equivalent construction sale sale
0,account assistant gb ken canterbury 16000 18000 aspex recruitmentwe fix fee recruitment company provide expert employment service throughout uk independent able tailor service client candidate requirement deliver high level personalise service within permanent staffing arena aspex recruitment endeavour provide concise professional recruitment service individual client focus offer good client candidate experience within recruitment job hunting marketplacecandidatesinclude helpful advice guidance perfect cv client business partner take full job specification include essential skill requirement relate experience desirable skill education qualification along ideal candidate personality match company culture environment provide career guidance support strive ensure complete client candidate satisfaction ongoing involvement every stage clientswe understand client need go beyond simple fulfilment vacancy independent agency flexible tailor recruitment service client individual need approach every vacancy truly constructive resource partner provide professional advice resource planning ensure recruitment process mark begin successful relationship impressive database candidate standby interview ready immediate start account assistant canterbury 16k 18 000a progressive employer seek experienced account assistant join thrive expand finance department report financial director responsible variety account function follow procedure open new account process purchase invoice expense process 50 invoice per day matching batch amp code deal supplier query timely manner organise payment run keep purchase ledger date time post cash computer system cashbook confirm daily sale invoice issue copy sale invoice customer make payment via bac cheque cover staff account department require 3 5 year account experience ability perform reconciliation include cash ledger good interpersonal skill analytical thorough computer literate include excel word ability work part team 16 000 18 000 upon experience20 day holidays bank holidayshour work monday friday 8 30 5 00 pmsuperb work environmentonsite parkingcareer progression full sage training providedapplicationsplease forward cv via link provide please include salary expectation along notice availability telephone 01 772 72 42 52job searchesaccount jobsaat part qualifiedaat qualifiedaccount administratoraccount assistantaccount clerkaccount payablebookkeepercredit controlcredit controllerfinance administratorfinance assistantfinance clerkpurchase ledger clerksales ledger clerkqualified experience full time associate high school equivalent accounting accounting auditing account
0,car sale executive gb lut luton 25000 35000 aspex recruitmentwe fix fee recruitment company provide expert employment service throughout uk independent able tailor service client candidate requirement deliver high level personalise service within permanent staffing arena aspex recruitment endeavour provide concise professional recruitment service individual client focus offer good client candidate experience within recruitment job hunting marketplacecandidatesinclude helpful advice guidance perfect cv client business partner take full job specification include essential skill requirement relate experience desirable skill education qualification along ideal candidate personality match company culture environment provide career guidance support strive ensure complete client candidate satisfaction ongoing involvement every stage clientswe understand client need go beyond simple fulfilment vacancy independent agency flexible tailor recruitment service client individual need approach every vacancy truly constructive resource partner provide professional advice resource planning ensure recruitment process mark begin successful relationship impressive database candidate standby interview ready immediate start car sale executive luton 35 000 ote company car benefitsour client experience period continue growth additional position sale team experience new amp use car sale executive offer excellent career development opportunity along realistic earn potential 35 000 per annum seek dynamic environment along work household name please apply todayinterview conduct client luton dealershipcar sale representative job descriptionworke towards achieve agree prospect targetsactively sell finance credit package warranty insurancesfollow process enquiry lead eventsdemonstration car feature vehicle handoverprocesse proposal form ensure information process correctlytarget new use car sale gap insurance car sale skill essentialyou possess 12 18 month new car sale use car sale fast pace sale role desire achieve target essential fantastic opportunity right person provide long term career fantastic earn potential applicationsif wish part dynamic team desire learn experience client innovative new product please click link provide please ensure cv date include daytime contact telephone number email please click link provide please ensure cv forward word format jayne aspexrecruitment dot co dot ukaspex recruitmentcar sale executive car sale representative vehicle sale consultant direct sale executive competitive salary 35 000 upon experience qualificationshour work 40 hour per week20 day holidays statutory bank holidayssuperb work environmentonsite parking full time mid senior level certification warehousing management automotive
0,solicitor filex gb man manchester 30000 35000 aspex recruitmentwe fix fee recruitment company provide expert employment service throughout uk independent able tailor service client candidate requirement deliver high level personalise service within permanent staffing arena aspex recruitment endeavour provide concise professional recruitment service individual client focus offer good client candidate experience within recruitment job hunting marketplacecandidatesinclude helpful advice guidance perfect cv client business partner take full job specification include essential skill requirement relate experience desirable skill education qualification along ideal candidate personality match company culture environment provide career guidance support strive ensure complete client candidate satisfaction ongoing involvement every stage clientswe understand client need go beyond simple fulfilment vacancy independent agency flexible tailor recruitment service client individual need approach every vacancy truly constructive resource partner provide professional advice resource planning ensure recruitment process mark begin successful relationship impressive database candidate standby interview ready immediate start personal injury lawyer manchester city centre 35 000 benefitsa well regard city centre practice currently seek experienced fraud litigator join office excellent opportunity join great forward think company period expansion despite economic climate salary 20 000 dependant experience successful solicitor filex defend matter fraud suspect manage majority litigate caseload resolution case firm keen speak solicitor legal executive paralegal fraud experience expect hit ground run litigate caseload fraudulent file result application accept candidate prove track record handling defendant insurance fraud work knowledge proclaim desirable however essentiala pleasant telephone mannerprofessional appearanceapplicant adaptableenthusiastic friendlyexcellent communication skill also essentialapplicationsif experienced pi fraud litigator look join progressive practice please apply today b please ensure possess minimum 3 year fraud litigation experience b please include salary expectation along availability hour work 9 00am 5 00pm monday friday20 holiday 8 bank holidaysone hour lunch breakdine facilitieson go train amp supportlocation manchester city centrefabulous city centre locationgreat office environment friendly supportive team full time mid senior level master degree law practice legal legal
0,app support specialist we indianapolis 30000 40000 bluebridge create team people passionate organization way effective technology make strong well connected technology move quickly business tend move slowly either place organizational chart often face modest budget bluebridge empower organization straightforward affordable tool help connect customer prospect bluebridge build revolutionary platform allow organization regardless size create mobile app meeting consumer gadget carry pocket bag every day bluebridge provide engage direct marketing channel connect individual encourage interact brand fresh new way become powerhouse app knowledge tech support bluebridge app platform could job enjoy make glorious checklist triple check workcreating uphold quality standardsstreamline routine work process orient mindsetneat freak preferred ability organize work communicate effectively set apart pack position require extreme eye detail make sure nothing slip past aside ocd level organization communicate customer app amp content management support daily basis happy friendly communication come naturally typical day may include manage email support app feature content management question master in out app feature package app code amp testing app meet quality standard customer goal learn good practice app deployment process create app developer code packaging release app store tracking request issue timeline make sure everyone know status app app store submission amp optimizationlearne documenting standard rss ical json datum feed investigate customer feed provide feedback support unsupported format sleuth like problem solve robo nerd organization skill happy friendly email communication style ability craft technical email make people smile understand explain technical solution easily software testing amp technical support background plus ideal candidatesyou smart savvy highly skilled rather show talk confident enough know still lot learn listen first speak second faced obstacle get excited overcome love take new approach look creative solution every challenge afraid fail refuse defeat always strive well professionally personally dream big work hard make happen bluebridge perkshealth insurance dental vision available subsidizedcompany phone plan amp quarterly bonus base performanceflexible work arrangement base performancegrowth amp leadership opportunitieswork alongside player challenge help grow 500 technology stipendculture award win high growth mobile tech company full time associate bachelor degree information service quality assurance app delivery
0,van foreman driver class we il champaign 40000 50000 federal business 100 year original charter agent ally van line believe driver good asset offer advancement opportunity federal look hire individual want develop professional skill set operate environment excellence safety recognize driver average 10 year job commit communities service volunteerism driver career opportunitie federal hiring class class b driver location peoria waukegan champaign st louis offer excellent pay benefit new equipment necessary training help successful career federal business 100 year original charter agent ally van line believe driver good asset offer advancement opportunity federal look hire individual want develop professional skill set operate environment excellence safety recognize driver average 10 year job commit communities service volunteerism job requirement must least 21 year age must valid cdl dui within last six year misdemeanor conviction within last three year felony conviction within last eight year ability successfully pass drug test dot physical driver receive federal company benefit package include train late model equipment mobility opportunity career advancement 401k retirement plan profit sharing pay holiday pay vacation health insurance plan life insurance planas one large mover state illinois federal provide many opportunity driver send we resume give we call let we get career move forward full time applicable high school equivalent transportation trucking railroad transportation
1,customer service representative we fl jacksonville 30000 50000 gary cartwright establish cartwright property management 2007 help manage hoas create development company would develop residential multi family community develop numerous single family duplex townhome apartment community gary general contractor hold unlimited building license license real estate agent north carolina gary also partner sister real estate company experience builder developer real estate sale company owner beneficial assist rental hoa client manage rental hoa community seek candidate whose core value include integrity compassion responsibility focus build quality relationship client candidate must outstanding organizational skill capable respond promptly customer need manage duty accuracy thoroughness candidate must also able work home minimal amount supervision home computer internet accessbasic computer skillsa headset weekly pay pto pay holiday 401 k full time entry level high school equivalent real estate customer service customer service
0,use car sale representative gb lut bedfordshire 14000 40000 aspex recruitmentwe fix fee recruitment company provide expert employment service throughout uk independent able tailor service client candidate requirement deliver high level personalise service within permanent staffing arena aspex recruitment endeavour provide concise professional recruitment service individual client focus offer good client candidate experience within recruitment job hunting marketplacecandidatesinclude helpful advice guidance perfect cv client business partner take full job specification include essential skill requirement relate experience desirable skill education qualification along ideal candidate personality match company culture environment provide career guidance support strive ensure complete client candidate satisfaction ongoing involvement every stage clientswe understand client need go beyond simple fulfilment vacancy independent agency flexible tailor recruitment service client individual need approach every vacancy truly constructive resource partner provide professional advice resource planning ensure recruitment process mark begin successful relationship impressive database candidate standby interview ready immediate start car sale executive luton 35 000 ote company car benefitsour client experience period continue growth additional position sale team experience new amp use car sale executive offer excellent career development opportunity along realistic earn potential 35 000 per annum seek dynamic environment along work household name please apply todayinterview conduct client luton dealershipcar sale representative job descriptionworke towards achieve agree prospect targetsactively sell finance credit package warranty insurancesfollow process enquiry lead eventsdemonstration car feature vehicle handoverprocesse proposal form ensure information process correctlytarget new use car sale gap insuranceapplicationsif wish part dynamic team desire learn experience client innovative new product please click link provide please ensure cv date include daytime contact telephone number email aspex recruitmentcar sale executive car sale representative vehicle sale consultant direct sale executive requirementscar sale skill essentialyou possess 12 18 month new car sale use car sale fast pace sale role desire achieve target essential fantastic opportunity right person provide long term career fantastic earn potential 14 000 salaryote 35 000 40 000nationwide companysuperb benefit packagecompany carunrivalle manufacturer trainingsuperb work environmentstaff incentivescar sale rep apply today full time associate high school equivalent automotive sale sale
0,car sale executive gb ste staffordshire 12000 45000 aspex recruitmentwe fix fee recruitment company provide expert employment service throughout uk independent able tailor service client candidate requirement deliver high level personalise service within permanent staffing arena aspex recruitment endeavour provide concise professional recruitment service individual client focus offer good client candidate experience within recruitment job hunting marketplacecandidatesinclude helpful advice guidance perfect cv client business partner take full job specification include essential skill requirement relate experience desirable skill education qualification along ideal candidate personality match company culture environment provide career guidance support strive ensure complete client candidate satisfaction ongoing involvement every stage clientswe understand client need go beyond simple fulfilment vacancy independent agency flexible tailor recruitment service client individual need approach every vacancy truly constructive resource partner provide professional advice resource planning ensure recruitment process mark begin successful relationship impressive database candidate standby interview ready immediate start car sale executive stoke 35k ote car dealership manufacturer trainingwe fantastic opportunity experience car sale executive join busy profitable team work well respected dealer stoke area able demonstrate strong understanding sale process able show desire total customer satisfaction drive enthusiasm applicationsplease send cv via link aspex recruitment car sale executive requirementsdo successful sale track record within automotive industry client look recruit keen enthusiastic team player join new use vehicle sale operation interested work long establish reputable company commit deliver high level customer service capable organising work effectively busy volume orientate business car sale experience essential salary amp benefitsbasic salary along uncapped commission ote 40 000 within first year achievable company car also include along 28 day holiday great work environment along unrivalled manufacturer trainingaspex recruitment full time associate high school equivalent automotive sale sale
1,mail clerk we tx austin 23000 28000 accion story begin 100 year ago austin tx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current finance option competitive price pair customer service personal shopping experience join accion story today position locate office operation support service main headquater office austin tx incumbent responsible meter mail messenger service include duplicate equipment incumbent assist various program function accord retail center need ensure effective economical service attain incumbent work general ledger fund control account subsidiary account suspend credit cost account undelivered order receivables expedite handle priority case meet schedule deadline explain work requirement method procedure answer technical question work progress assure familiar policy procedure statistical datum report make recommendation insure procedure equipment need provide meter outbound mail run overnight federal express ensure efficient process plan coordinate electronic publication form throughout retail center provide reproduction publication maintain distribute stock supply level subordinate incumbent recommend approval disapproval reproduction request retail center deliver mail throughout retail center service timely manner hour duty monday friday 8 30a 5 00 p candidate must demonstrate ksa 1 ability sort mail internal distribution mail route symbol mail delivery point 2 ability utilize variety computer work program e word excel mail processor etc 3 ability communicate effectively professionally employee vary grade level va customer us postal service up fedex etc 4 knowledge policy procedure associate mail delivery 5 ability keep supervisor appraise issue application r sum support documentation verify please follow instruction carefully error omission may affect consider employment working accion offer comprehensive benefit package include part pay vacation sick leave holiday life insurance health benefit thrift saving plan participation federal employee retirement system addition traditional dollar cent benefit offer range benefit help balance work life full time entry level high school equivalent consumer service customer service mail unit 65036
1,mortgage customer service coordinator call center we tx dallas 45000 65000 accion story begin 100 year ago austin tx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current finance option competitive price pair customer service personal shopping experience join accion story today answer approximately 75 incoming customer call receive thru acd system daily provide customer information request verbal write correspondence maintain accurate record e balance statement document copy account history direct call correspondence proper department event information available require research take mortgage payment phone respond inquiry regard hazard flood insurance issue disbursement respond inquiry regard tax issue disbursement review explain escrow disclosure statement e account shortage overage discuss respond inquiry regard loan type term e va fha conventional arm maintain process request addition change deletion customer name account record ensure proper documentation receive investor guideline meet respond need customer satisfied assistance provide customer service representative assist overflow difficult call duty assign basic qualification bachelor degree degree experience ok proficient microsoft office prefer qualification least 6 month mortgage financial service customer service experience least 6 month experience work high volume fast pace customer service environment time accion sponsor new applicant employment authorization position agency please accion equal opportunity employer commit diversity workplace accion promote drug free workplace job mortgage primary location united states texas dallas dfw dallas tx downtown dallas schedule full time travel job post fulltime benefit full time mid senior level bachelor degree management consult customer service mortgage
1,collection representative ii us tx dallas 30000 45000 accion story begin 100 year ago austin tx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current finance option competitive price pair customer service personal shopping experience join accion story today individual occupy position must able perform essential job function set forth without reasonable accommodation primary duty amp responsibility document way state imply duty perform individual occupy position representative list general duty intend inclusive responsible collection delinquent accountsperform inquiry datum entry generate print report variety computer programsrecord summary discussion commercial customer outstanding issuestimely follow discussion requiredidentify audit correct datum fall outside billing specification customer accountsgenerate credit memo applicable backup clear item customer accountcommunicate department g6 hospitality property customer verify detail correct error prevent recurrence similar issuesprovide documentation customer property operation justify modification require correct error prevent recurrencesactively participate interdepartmental meeting identify procedural problem determine solutionsother duty project assign maintain attention concentration extend period timeread interpret document instruction customer vendor team memberscommunicate effectively customer vendor team membersmulti task prioritize workloadwork within appropriate level independencefunction fast pace environmentif applicable ability travel meeting customer vendor team members business necessity full time benefit full time entry level high school equivalent financial service customer service collection dept
1,call center rep we tx dallas 30000 45000 accion story begin 100 year ago austin tx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current finance option competitive price pair customer service personal shopping experience join accion story today call center rep would expect expert communication listen information provider ambassador product consultant sale person problem solver expect behavior associate role include limit master active listening skill listen understand assure mutual understanding build personal professional rapport demonstrate clear articulate verbal write communication effectively communicate information minimize confusion misunderstanding interpret translate explain provide applicable accurate appropriate information respect product service provide represent csidentity client partner positive professional ethical manner working exceed customer expectation take ownership accountability help facilitate successful outcome per customer request demonstrate strong ability analyze solve problem focus accuracy quality everything qualification position ensure personal professional success demonstrate ability establish maintain effective relationship internal external customer technical legal investigative aptitude excellent oral write communication skill demonstrate ability articulate relevant legal bind information direction organize concise manner strong interpersonal skill ability work effectively individual team prove ability maintain composure stressful emotional situation manage diffuse angry irate customer organizational skill include ability multi task plan prioritize workflow paperless environment demonstrate computer skill microsoft office case management software customer relationship management system environment ability willingness desire work least two follow evening overnight weekend overtime holiday must able pass rigorous background screen two three year minimum prove experience call center contact center environment strongly prefer preferred criminal justice fraud investigator professional case management processor background information application must correct application time application fill consider position 100 coverage dental vision life insurance80 coverage medical insurance401k generous company matchflexible spending account optionsfree identity protectionopen vacation policy exempt employee company pay holidaysan experienced energetic leadership teamchallenge fulfil job grow marketplacefun fast pace team orient environmentopportunitie career advancement grow innovative company full time associate high school equivalent financial service customer service callcenter
0,chief commercial officer gb london 110000 125000 axonix global mobile advertising technology company power platform 4 year history lead market use technology acquire mobclix world first rtb enable mobile ad exchange axonix offer fully transparent programmatic trading platform enable publisher sell mobile advertising inventory real time brand agency ad network globally serve billion ad per month across 150 country work 100 demand partner globally achieve industry lead cpms ctrs fill rate build fraud detection control datum drive target option help advertiser secure optimal ad inventory deliver good campaign result axonix headquarter central london back telefonica private equity group blackstone philosophy hiringour technology serve billion mobile ad every month across 150 country company truly global scale grow fast need hire good people people thrive fresh challenge people want see work make impact right away people demand lot other hire someone sure well person job well person rather work know people important asset exceptional want hear next stage career could start today strengthen new executive management team axonix seek chief commercial officer lead global sale ad operation team critical role within business reporting directly ceo working member executive leadership team formulate execute business acceleration strategy cco full responsibility ensure business achieve revenue operational kpis deliver good class technical service support campaign analytic customer cco drive global sale strategy lead business development account management team engage buy side advertiser agency dsp sell side web publisher app developer customer addition cco responsible ad operation ensure efficient effective delivery ad inventory include onboarde new publisher buyer axonix new business cco task recruiting sale account management operation team cco need establish necessary process policy trade principal sale documentation make axonix global good class business customer service operational efficiency roi axonix headquarter london global business likely cco require support establishment new sale office operational support team usa latin america exceptional opportunity talente experienced sale director move executive global leadership position excite new business manage sale team support customer across europe usa latin america extensive experience work specifically publisher brand agency deep familiarity programmatic advertising industry operational focus previous role responsibility traffic online mobile ad campaign detail orientate proactive identifying opportunity business ensure follow flawless execution small entrepreneurial company cco expect perform multitude task beyond role core responsibility core role objectivesrecruit lead develop manage global sale account management operation organization become high perform team recognize deliver world class performance service customer engagement development execution global sale strategy ensure axonix achieve exceed sale volume margin target post sale operational process include new customer onboarde technical integration inventory management optimisation customer service technical support define key advertiser amp publisher contract term include price annual trading deal maximise sale effectiveness gross profitability champion customer lead approach sale product development operational process deep understanding customer feature amp service requirement competitor product evangalise promote veyron across mobile advertising industry key responsibility salesachieve revenue volume margin target business recruit lead demand side supply side sale team post sale account management team recognize externally good class define account priority account plan sale target kpi sale team member identify prioritise target publisher brand agency network trading desk ensure effective marketing sale engagement acquire business engage executive management tier 1 customer establish long term trust relationship define negotiate contract term include price annual trading deal engage telefonica advertising business leadership global regional local level agree execute business development collaboration strategy evaluate customer requirement competitor solution help prioritise product development roadmap secure speak slot industry event conference work executive manager develop refine execute wide company business plan key responsibility operationsachieve inventory utilization platform availability customer service target business recruit manage customer onboarde ad operation team ensure axonix regard lead industry customer service establish regularly review workflow process maintain efficient operation effective integration across department establish escalation track amp resolution process technical issue impact business performance ensure rapidly address personal quality experience look forba bs degree master mba advantage prove senior level sale leadership experience ideally international role minimum 3 year sale director level history exceed sale targetsdeep understand programmatic real time buy advertising industry ideally previously work competitor agency trading desk minimum 2 year industry minimum 5 year digital advertising industryextensive knowledge ad serve ad exchange dsp dmp ssp technology procedure traffic ad campaign use platformsstrong strategic leadership skill exceptional reputation develop visionary strategy rigorous attitude execution team management experience recruit manage large team least 10 people highly positive feedback previous direct reportsprocess optimization experience history deliver measurable operational performance improvementstrong communicator presenter public speaker experience present large conferenceshighly personable strong interpersonal communication skill able work small highly collaborative team environmententrepreneurial spirit self starter attitude amp highly adaptable able use initiative prioritise multi task deliver pressure within fast paced start environmentproven high achiever passion personal developmentlanguage fluency english essential business level spanish portuguese advantage essential competitive salary accord experienceannual bonus schemegenerous flexible benefit packageequity package full time executive bachelor degree marketing advertising sale sale
1,human resource director we tx austin 50000 65000 industry large supply contract company novation serve purchasing need 65 000 vha uhc provista member organization affilliate novation deliver unmatched supply saving value source service well information datum service affiliation vha uhc provista novation represent large purchasing volume industry 40 billion annual purchase help alliance member meet need community mission deliver unmatched saving value one way deliver mission facilitate introduction product service design help member drive sustainable result improve quality reduce cost hr responsibility assign client group traditional are human resource ie employee relation hris lms train employee development performance management etc develop build strong relationship company leadership management employee work tactical strategic level develop implement manage human resource policy amp procedure work responsibilities1 manage individual employee relation case investigation need incident report final disposition ensure case properly document responsible issue complete report recommendation senior management2 act human resource business partner primary hr contact business unit3 primary point contact hr relate alertline issues4 develop implement review ongoing basis hr system process policy make recommendation improvement hr system process policy 5 provide hr input cross functional company initiative process policy development implementation application6 consult manager performance management include annual review warning performance improvement url b23ad1cf3ed66a68b1c25a6e73a6fab7a2e63abc108bb9a8cddf1430a715ebe3 management regard termination decision ensure proper corrective action procedure implement appropriate7 ensure consistency application enforcement policy procedure compliance applicable employment law regulation 8 lead support hr department project initiative 9 provide relevant hr training manager employees10 presents material part new hire orientation also serve facilitator new leader boarding11 supervise hris lm function provide strategic guidance regard hr system implementation maintenance minimum 6 month corporate human resource experience2 previous experience pharmaceutical dental medical device industry strongly prefer 3 depth experience hr systems hris at lm strongly prefer 4 must possess strong ability cultivate team atmosphere throughout organization minimum 3 year experience effectively manage develop direct reports5 experience variety hr issue strategic tactical hand approach6 able effectively work colleague provide expertise hr issue level organization7 able operate independently understand escalate issues8 must possess excellent verbal write oral communication skill 9 strong cross functional interaction collaboration internal partner e g finance compliance etc benefit full time director high school equivalent human resource human resource hr
0,operation admin supervisor awesome person want asap ca ab calgary 39000 41000 joint venture real estate investment individual partner variety different structure include equity rrsp private mortgage short term loan corporate executive furnish rental single multi family rental rent property renovation development redevelopment project throughout calgary neighboring area interest project undertake lead owner drive investment strategy combine focus long term sustainable return give equium advantage finding value calgary real estate market turn active invest passive create hand investment specialty still provide healthy return investment strong growth option future contact one staff today discuss real estate invest future small real estate investment firm grow portfolio property require assistance manage task may include answer phone call visit tenant arrange property showing complete inspection contractor meeting arrangement research document pick delivery bookkeeping position ideal interested break real estate business eye detail well organize business administration background would asset would work home require meet tenant client contractor etc require please reference operation supervisor subject line phone call please must sole proprietor limit company invoice hour must vehicle must computer flexible shift 8 am 7 pm mon sit pay 18 hr plus incentive bonus 20 hour 6 month 35 hour week guarantee full time entry level high school equivalent real estate administrative admin
